,mainGrid,otherGrids,hourOfDay
17795,220.9,209.0,11
17796,209.9,202.0,12
17797,182.4,180.0,13
17798,177.2,172.0,14
17799,178.2,168.0,15
17800,177.2,170.0,16
17801,184.7,178.0,17
17802,223.7,219.0,18
17803,232.2,222.0,19
17804,221.2,215.0,20
17805,209.7,201.0,21
17806,188.7,180.0,22
17807,172.7,167.0,23
17808,154.2,148.0,0
17809,139.7,133.0,1
17810,134.7,124.0,2
17811,127.7,114.0,3
17812,127.2,114.0,4
17813,130.2,119.0,5
17814,133.7,127.0,6
17815,145.7,136.0,7
17816,141.7,135.0,8
17817,159.4,152.0,9
17818,173.4,166.0,10
17819,186.4,175.0,11
17820,184.4,176.0,12
17821,166.7,160.0,13
17822,159.7,152.0,14
17823,157.2,148.0,15
17824,157.2,145.0,16
17825,170.2,153.0,17
17826,202.2,194.0,18
17827,208.2,203.0,19
17828,206.7,201.0,20
17829,199.7,194.0,21
17830,185.7,183.0,22
17831,169.7,163.0,23
17832,151.7,146.0,0
17833,138.2,130.0,1
17834,128.2,119.0,2
17835,126.2,118.0,3
17836,128.2,119.0,4
17837,136.7,127.0,5
17838,159.2,150.0,6
17839,201.2,196.0,7
17840,243.8,239.0,8
17841,264.3,258.0,9
17842,264.3,259.0,10
17843,254.8,252.0,11
17844,248.8,241.0,12
17845,230.8,221.0,13
17846,231.8,222.0,14
17847,235.5,230.0,15
17848,239.3,223.0,16
17849,241.5,236.0,17
17850,272.5,264.0,18
17851,264.5,257.0,19
17852,245.3,233.0,20
17853,228.7,216.0,21
17854,204.4,202.0,22
17855,184.4,175.0,23
17856,156.4,153.0,0
17857,145.4,136.0,1
17858,133.9,128.0,2
17859,130.9,126.0,3
17860,130.4,123.0,4
17861,140.4,134.0,5
17862,159.8,155.0,6
17863,201.8,195.0,7
17864,250.9,245.0,8
17865,270.5,261.0,9
17866,268.5,260.0,10
17867,264.5,255.0,11
17868,253.5,244.0,12
17869,235.5,228.0,13
17870,234.5,228.0,14
17871,239.0,234.0,15
17872,240.0,233.0,16
17873,241.7,238.0,17
17874,278.2,270.0,18
17875,270.2,263.0,19
17876,248.2,237.0,20
17877,234.4,222.0,21
17878,207.9,188.0,22
17879,181.9,175.0,23
17880,161.4,152.0,0
17881,147.4,138.0,1
17882,138.4,129.0,2
17883,135.4,127.0,3
17884,136.4,126.0,4
17885,147.9,139.0,5
17886,167.4,156.0,6
17887,215.2,202.0,7
17888,257.3,245.0,8
17889,270.3,261.0,9
17890,270.3,258.0,10
17891,262.3,251.0,11
17892,253.5,244.0,12
17893,232.7,221.0,13
17894,230.7,221.0,14
17895,234.7,226.0,15
17896,236.5,230.0,16
17897,237.5,234.0,17
17898,270.5,263.0,18
17899,264.7,259.0,19
17900,246.7,239.0,20
17901,228.9,218.0,21
17902,209.9,203.0,22
17903,186.9,180.0,23
17904,163.4,153.0,0
17905,188.9,137.0,1
17906,173.9,131.0,2
17907,132.9,123.0,3
17908,131.9,124.0,4
17909,144.4,133.0,5
17910,159.4,151.0,6
17911,208.4,194.0,7
17912,253.5,238.0,8
17913,264.5,249.0,9
17914,267.0,256.0,10
17915,262.0,253.0,11
17916,253.5,238.0,12
17917,234.5,223.0,13
17918,232.5,222.0,14
17919,227.5,223.0,15
17920,232.5,225.0,16
17921,236.5,229.0,17
17922,274.5,271.0,18
17923,264.5,257.0,19
17924,241.4,234.0,20
17925,229.4,221.0,21
17926,207.4,202.0,22
17927,183.4,172.0,23
17928,166.9,153.0,0
17929,147.9,137.0,1
17930,139.4,127.0,2
17931,135.9,126.0,3
17932,132.9,124.0,4
17933,140.4,133.0,5
17934,164.9,151.0,6
17935,207.2,199.0,7
17936,262.7,251.0,8
17937,262.5,254.0,9
17938,267.5,258.0,10
17939,259.5,249.0,11
17940,249.7,242.0,12
17941,229.2,222.0,13
17942,230.2,220.0,14
17943,234.2,226.0,15
17944,234.0,226.0,16
17945,237.0,225.0,17
17946,270.8,262.0,18
17947,265.8,258.0,19
17948,251.5,245.0,20
17949,227.0,219.0,21
17950,200.2,188.0,22
17951,182.7,176.0,23
17952,157.7,150.0,0
17953,148.2,142.0,1
17954,135.2,130.0,2
17955,133.7,125.0,3
17956,128.2,119.0,4
17957,137.7,128.0,5
17958,147.8,141.0,6
17959,179.3,171.0,7
17960,196.8,192.0,8
17961,213.3,205.0,9
17962,217.8,208.0,10
17963,211.8,205.0,11
17964,201.8,194.0,12
17965,186.8,176.0,13
17966,174.8,168.0,14
17967,173.8,165.0,15
17968,180.3,169.0,16
17969,186.8,176.0,17
17970,224.8,214.0,18
17971,231.3,223.0,19
17972,220.8,213.0,20
17973,199.8,195.0,21
17974,187.5,175.0,22
17975,169.5,160.0,23
17976,152.5,142.0,0
17977,137.9,130.0,1
17978,124.9,121.0,2
17979,123.2,117.0,3
17980,123.7,112.0,4
17981,128.2,117.0,5
17982,135.0,121.0,6
17983,139.7,134.0,7
17984,142.9,132.0,8
17985,157.9,148.0,9
17986,177.4,168.0,10
17987,189.4,180.0,11
17988,188.4,181.0,12
17989,172.4,165.0,13
17990,165.9,155.0,14
17991,162.9,154.0,15
17992,166.7,159.0,16
17993,175.7,168.0,17
17994,204.2,190.0,18
17995,211.7,202.0,19
17996,211.2,199.0,20
17997,198.7,187.0,21
17998,181.4,174.0,22
17999,170.4,161.0,23
18000,149.9,142.0,0
18001,136.9,129.0,1
18002,128.2,120.0,2
18003,127.7,117.0,3
18004,124.2,116.0,4
18005,136.2,130.0,5
18006,157.5,150.0,6
18007,201.5,192.0,7
18008,240.3,240.0,8
18009,270.8,259.0,9
18010,276.8,265.0,10
18011,282.0,264.0,11
18012,265.0,258.0,12
18013,248.0,235.0,13
18014,242.5,235.0,14
18015,250.5,244.0,15
18016,253.5,247.0,16
18017,261.5,247.0,17
18018,278.5,259.0,18
18019,264.0,256.0,19
18020,248.0,236.0,20
18021,226.9,217.0,21
18022,202.9,196.0,22
18023,179.9,171.0,23
18024,159.9,155.0,0
18025,145.4,139.0,1
18026,137.4,130.0,2
18027,130.2,125.0,3
18028,132.2,124.0,4
18029,142.2,146.0,5
18030,164.7,152.0,6
18031,203.8,196.0,7
18032,251.3,250.0,8
18033,280.3,269.0,9
18034,284.3,270.0,10
18035,276.3,260.0,11
18036,265.3,254.0,12
18037,249.3,235.0,13
18038,246.3,233.0,14
18039,243.3,237.0,15
18040,256.8,246.0,16
18041,258.0,245.0,17
18042,276.0,267.0,18
18043,271.0,262.0,19
18044,246.2,236.0,20
18045,233.7,222.0,21
18046,205.4,198.0,22
18047,181.9,173.0,23
18048,160.9,156.0,0
18049,143.9,135.0,1
18050,133.7,126.0,2
18051,133.7,125.0,3
18052,130.7,121.0,4
18053,138.7,133.0,5
18054,158.2,149.0,6
18055,207.5,194.0,7
18056,264.3,246.0,8
18057,278.8,263.0,9
18058,282.2,268.0,10
18059,278.2,267.0,11
18060,272.2,256.0,12
18061,249.6,237.0,13
18062,249.6,242.0,14
18063,253.0,244.0,15
18064,258.0,246.0,16
18065,261.0,251.0,17
18066,278.0,268.0,18
18067,270.0,262.0,19
18068,251.2,242.0,20
18069,229.7,221.0,21
18070,209.9,202.0,22
18071,185.9,177.0,23
18072,163.9,152.0,0
18073,147.4,137.0,1
18074,137.7,126.0,2
18075,133.2,121.0,3
18076,133.2,125.0,4
18077,147.2,133.0,5
18078,163.7,150.0,6
18079,206.7,192.0,7
18080,248.8,240.0,8
18081,274.8,261.0,9
18082,271.8,259.0,10
18083,268.8,257.0,11
18084,259.8,249.0,12
18085,243.8,231.0,13
18086,236.8,226.0,14
18087,241.8,233.0,15
18088,253.8,245.0,16
18089,247.8,234.0,17
18090,276.3,264.0,18
18091,267.3,260.0,19
18092,239.5,238.0,20
18093,230.2,222.0,21
18094,211.2,200.0,22
18095,190.2,169.0,23
18096,164.7,154.0,0
18097,145.7,134.0,1
18098,142.2,126.0,2
18099,131.2,120.0,3
18100,132.2,120.0,4
18101,138.2,129.0,5
18102,160.2,150.0,6
18103,202.5,190.0,7
18104,249.3,238.0,8
18105,270.3,255.0,9
18106,271.3,259.0,10
18107,262.3,255.0,11
18108,248.3,238.0,12
18109,229.3,220.0,13
18110,228.3,216.0,14
18111,233.3,219.0,15
18112,241.3,228.0,16
18113,243.3,231.0,17
18114,270.3,260.0,18
18115,274.3,255.0,19
18116,242.3,233.0,20
18117,223.5,213.0,21
18118,204.7,196.0,22
18119,182.2,184.0,23
18120,162.2,152.0,0
18121,149.2,135.0,1
18122,139.7,124.0,2
18123,132.2,116.0,3
18124,130.2,118.0,4
18125,133.7,124.0,5
18126,147.4,136.0,6
18127,171.4,164.0,7
18128,192.4,183.0,8
18129,214.4,204.0,9
18130,224.4,215.0,10
18131,224.4,213.0,11
18132,209.4,206.0,12
18133,190.4,182.0,13
18134,180.8,167.0,14
18135,182.8,168.0,15
18136,183.8,168.0,16
18137,189.2,173.0,17
18138,222.7,212.0,18
18139,231.7,222.0,19
18140,219.7,209.0,20
18141,202.2,192.0,21
18142,190.2,173.0,22
18143,176.2,170.0,23
18144,158.7,147.0,0
18145,147.7,133.0,1
18146,132.7,120.0,2
18147,126.7,117.0,3
18148,122.2,113.0,4
18149,124.2,113.0,5
18150,131.2,122.0,6
18151,138.2,136.0,7
18152,135.2,126.0,8
18153,158.0,151.0,9
18154,175.0,165.0,10
18155,185.0,173.0,11
18156,187.0,180.0,12
18157,175.0,164.0,13
18158,165.2,159.0,14
18159,163.2,153.0,15
18160,163.2,153.0,16
18161,169.2,161.0,17
18162,202.2,191.0,18
18163,214.2,200.0,19
18164,209.2,199.0,20
18165,201.7,190.0,21
18166,185.7,175.0,22
18167,170.2,165.0,23
18168,155.2,147.0,0
18169,137.2,130.0,1
18170,133.2,121.0,2
18171,128.2,118.0,3
18172,127.2,118.0,4
18173,133.2,128.0,5
18174,154.2,147.0,6
18175,199.0,192.0,7
18176,238.0,234.0,8
18177,267.8,250.0,9
18178,261.8,261.0,10
18179,255.8,254.0,11
18180,246.8,240.0,12
18181,228.3,222.0,13
18182,232.3,221.0,14
18183,233.8,226.0,15
18184,233.8,226.0,16
18185,228.8,219.0,17
18186,273.3,261.0,18
18187,268.3,252.0,19
18188,237.3,237.0,20
18189,225.8,219.0,21
18190,203.7,196.0,22
18191,188.7,178.0,23
18192,163.7,156.0,0
18193,146.2,137.0,1
18194,137.2,127.0,2
18195,130.2,122.0,3
18196,134.7,125.0,4
18197,136.2,132.0,5
18198,160.7,152.0,6
18199,207.0,199.0,7
18200,245.8,239.0,8
18201,272.8,261.0,9
18202,275.8,271.0,10
18203,270.3,266.0,11
18204,262.3,250.0,12
18205,236.8,233.0,13
18206,236.8,220.0,14
18207,236.3,230.0,15
18208,242.3,236.0,16
18209,230.3,223.0,17
18210,276.3,267.0,18
18211,269.3,269.0,19
18212,242.3,232.0,20
18213,231.3,225.0,21
18214,207.7,200.0,22
18215,191.7,177.0,23
18216,165.2,156.0,0
18217,148.7,141.0,1
18218,135.2,128.0,2
18219,132.2,127.0,3
18220,132.2,127.0,4
18221,141.2,137.0,5
18222,155.2,157.0,6
18223,193.3,194.0,7
18224,246.3,240.0,8
18225,269.3,260.0,9
18226,269.3,264.0,10
18227,263.3,251.0,11
18228,250.3,239.0,12
18229,230.3,220.0,13
18230,231.3,221.0,14
18231,229.8,223.0,15
18232,235.3,226.0,16
18233,233.3,227.0,17
18234,266.8,258.0,18
18235,261.8,256.0,19
18236,239.8,240.0,20
18237,227.3,223.0,21
18238,201.2,198.0,22
18239,185.2,175.0,23
18240,162.2,154.0,0
18241,147.2,141.0,1
18242,134.2,129.0,2
18243,135.2,129.0,3
18244,134.2,125.0,4
18245,141.2,134.0,5
18246,162.5,153.0,6
18247,212.3,201.0,7
18248,247.3,230.0,8
18249,268.3,254.0,9
18250,265.3,255.0,10
18251,265.3,252.0,11
18252,239.8,235.0,12
18253,229.3,220.0,13
18254,226.3,219.0,14
18255,228.8,224.0,15
18256,231.8,226.0,16
18257,234.8,224.0,17
18258,271.8,265.0,18
18259,262.8,260.0,19
18260,244.8,239.0,20
18261,231.3,225.0,21
18262,204.2,198.0,22
18263,185.7,176.0,23
18264,160.2,152.0,0
18265,149.2,139.0,1
18266,141.7,132.0,2
18267,140.2,128.0,3
18268,136.2,128.0,4
18269,143.2,136.0,5
18270,159.7,156.0,6
18271,197.8,203.0,7
18272,247.3,240.0,8
18273,266.3,258.0,9
18274,270.3,258.0,10
18275,259.3,252.0,11
18276,254.3,240.0,12
18277,231.3,221.0,13
18278,236.3,217.0,14
18279,231.3,222.0,15
18280,229.3,223.0,16
18281,224.1,220.0,17
18282,268.1,258.0,18
18283,260.1,252.0,19
18284,241.8,238.0,20
18285,230.1,218.0,21
18286,215.3,197.0,22
18287,189.3,176.0,23
18288,159.8,162.0,0
18289,144.3,138.0,1
18290,139.3,128.0,2
18291,132.3,122.0,3
18292,131.8,122.0,4
18293,135.8,128.0,5
18294,148.3,139.0,6
18295,184.8,166.0,7
18296,194.8,182.0,8
18297,215.8,206.0,9
18298,222.8,215.0,10
18299,216.8,210.0,11
18300,206.8,199.0,12
18301,191.8,183.0,13
18302,178.8,171.0,14
18303,177.8,170.0,15
18304,179.3,171.0,16
18305,189.8,177.0,17
18306,227.8,217.0,18
18307,231.8,225.0,19
18308,217.3,212.0,20
18309,202.3,194.0,21
18310,187.3,180.0,22
18311,174.8,165.0,23
18312,152.8,147.0,0
18313,142.8,134.0,1
18314,129.3,124.0,2
18315,127.3,119.0,3
18316,121.8,114.0,4
18317,122.3,115.0,5
18318,133.3,125.0,6
18319,142.8,135.0,7
18320,164.3,144.0,8
18321,158.8,150.0,9
18322,179.8,172.0,10
18323,188.8,181.0,11
18324,194.8,186.0,12
18325,173.8,167.0,13
18326,165.8,159.0,14
18327,165.8,157.0,15
18328,163.3,151.0,16
18329,168.3,162.0,17
18330,201.3,200.0,18
18331,211.3,202.0,19
18332,206.3,196.0,20
18333,201.3,194.0,21
18334,183.8,175.0,22
18335,172.3,164.0,23
18336,154.8,146.0,0
18337,138.3,129.0,1
18338,135.8,124.0,2
18339,132.8,119.0,3
18340,129.8,120.0,4
18341,136.3,127.0,5
18342,150.3,147.0,6
18343,203.3,192.0,7
18344,246.1,231.0,8
18345,274.6,259.0,9
18346,278.6,266.0,10
18347,270.1,258.0,11
18348,265.1,252.0,12
18349,249.1,233.0,13
18350,243.6,232.0,14
18351,242.6,240.0,15
18352,244.6,237.0,16
18353,243.6,238.0,17
18354,267.1,262.0,18
18355,267.1,258.0,19
18356,245.1,237.0,20
18357,228.1,219.0,21
18358,207.3,199.0,22
18359,181.8,171.0,23
18360,162.3,154.0,0
18361,144.8,137.0,1
18362,139.3,132.0,2
18363,134.8,122.0,3
18364,130.8,122.0,4
18365,139.3,133.0,5
18366,159.8,149.0,6
18367,205.3,196.0,7
18368,238.1,233.0,8
18369,267.6,255.0,9
18370,270.6,259.0,10
18371,266.6,254.0,11
18372,248.6,243.0,12
18373,232.6,221.0,13
18374,227.6,214.0,14
18375,230.6,222.0,15
18376,234.6,224.0,16
18377,235.1,223.0,17
18378,268.1,259.0,18
18379,268.1,257.0,19
18380,252.1,235.0,20
18381,237.1,225.0,21
18382,206.8,206.0,22
18383,200.3,181.0,23
18384,162.9,155.0,0
18385,148.4,139.0,1
18386,140.4,129.0,2
18387,134.4,124.0,3
18388,137.4,125.0,4
18389,141.4,132.0,5
18390,164.9,151.0,6
18391,221.9,203.0,7
18392,250.7,243.0,8
18393,269.7,263.0,9
18394,269.7,259.0,10
18395,277.4,262.0,11
18396,260.4,254.0,12
18397,239.4,233.0,13
18398,237.9,232.0,14
18399,239.2,228.0,15
18400,232.2,227.0,16
18401,234.2,222.0,17
18402,268.7,258.0,18
18403,265.2,257.0,19
18404,247.7,236.0,20
18405,234.7,220.0,21
18406,205.4,194.0,22
18407,191.4,175.0,23
18408,163.4,153.0,0
18409,153.9,136.0,1
18410,139.9,128.0,2
18411,139.4,126.0,3
18412,135.9,123.0,4
18413,143.9,132.0,5
18414,163.1,148.0,6
18415,209.6,193.0,7
18416,236.9,225.0,8
18417,258.4,245.0,9
18418,269.4,246.0,10
18419,270.4,245.0,11
18420,252.4,229.0,12
18421,235.4,212.0,13
18422,232.4,214.0,14
18423,231.4,215.0,15
18424,235.4,218.0,16
18425,231.9,213.0,17
18426,266.9,250.0,18
18427,269.9,254.0,19
18428,251.9,231.0,20
18429,236.9,216.0,21
18430,207.1,194.0,22
18431,187.1,174.0,23
18432,163.6,150.0,0
18433,148.1,138.0,1
18434,144.0,129.0,2
18435,134.0,124.0,3
18436,135.0,125.0,4
18437,141.0,131.0,5
18438,159.0,148.0,6
18439,210.5,192.0,7
18440,242.8,222.0,8
18441,262.3,248.0,9
18442,266.3,246.0,10
18443,261.3,239.0,11
18444,247.4,229.0,12
18445,227.9,210.0,13
18446,229.4,211.0,14
18447,227.4,211.0,15
18448,226.4,211.0,16
18449,225.9,216.0,17
18450,258.9,251.0,18
18451,271.9,251.0,19
18452,240.9,230.0,20
18453,229.9,216.0,21
18454,205.1,189.0,22
18455,190.6,172.0,23
18456,166.6,152.0,0
18457,147.1,138.0,1
18458,142.6,129.0,2
18459,135.1,126.0,3
18460,138.1,126.0,4
18461,138.1,129.0,5
18462,154.6,139.0,6
18463,180.1,169.0,7
18464,196.1,183.0,8
18465,216.8,188.0,9
18466,227.3,211.0,10
18467,217.7,202.0,11
18468,203.2,186.0,12
18469,184.7,170.0,13
18470,175.3,160.0,14
18471,174.7,159.0,15
18472,172.6,162.0,16
18473,171.6,162.0,17
18474,209.6,207.0,18
18475,229.6,216.0,19
18476,217.6,204.0,20
18477,199.6,191.0,21
18478,189.1,176.0,22
18479,173.6,156.0,23
18480,157.1,143.0,0
18481,137.1,129.0,1
18482,129.6,119.0,2
18483,123.6,114.0,3
18484,124.1,112.0,4
18485,126.1,117.0,5
18486,136.6,123.0,6
18487,145.6,129.0,7
18488,140.1,125.0,8
18489,151.6,142.0,9
18490,166.6,156.0,10
18491,174.1,161.0,11
18492,174.6,159.0,12
18493,158.1,144.0,13
18494,153.1,142.0,14
18495,153.1,133.0,15
18496,148.1,131.0,16
18497,146.6,131.0,17
18498,176.1,170.0,18
18499,205.1,195.0,19
18500,205.1,197.0,20
18501,196.1,187.0,21
18502,182.1,173.0,22
18503,172.1,160.0,23
18504,149.6,136.0,0
18505,139.6,125.0,1
18506,132.1,118.0,2
18507,125.9,115.0,3
18508,126.9,118.0,4
18509,135.9,124.0,5
18510,126.4,144.0,6
18511,203.7,194.0,7
18512,238.7,227.0,8
18513,258.7,248.0,9
18514,259.2,247.0,10
18515,246.7,243.0,11
18516,249.7,234.0,12
18517,228.7,216.0,13
18518,229.7,219.0,14
18519,234.7,222.0,15
18520,237.7,221.0,16
18521,232.7,218.0,17
18522,257.7,246.0,18
18523,269.7,251.0,19
18524,246.7,231.0,20
18525,232.7,219.0,21
18526,204.9,190.0,22
18527,185.4,174.0,23
18528,159.8,149.0,0
18529,145.6,138.0,1
18530,139.6,130.0,2
18531,134.6,126.0,3
18532,133.1,126.0,4
18533,138.1,133.0,5
18534,150.1,147.0,6
18535,202.4,197.0,7
18536,234.4,225.0,8
18537,261.4,253.0,9
18538,265.4,251.0,10
18539,263.9,246.0,11
18540,249.9,238.0,12
18541,230.9,218.0,13
18542,230.4,220.0,14
18543,226.4,218.0,15
18544,231.4,222.0,16
18545,226.4,221.0,17
18546,260.9,246.0,18
18547,263.9,256.0,19
18548,240.9,233.0,20
18549,234.9,222.0,21
18550,210.1,199.0,22
18551,196.1,178.0,23
18552,167.1,154.0,0
18553,144.1,136.0,1
18554,137.6,127.0,2
18555,135.6,124.0,3
18556,140.6,126.0,4
18557,140.1,131.0,5
18558,159.1,152.0,6
18559,212.1,208.0,7
18560,236.9,231.0,8
18561,263.9,256.0,9
18562,267.9,262.0,10
18563,265.9,251.0,11
18564,248.9,234.0,12
18565,234.9,220.0,13
18566,233.9,224.0,14
18567,234.4,227.0,15
18568,232.4,225.0,16
18569,232.9,226.0,17
18570,245.9,240.0,18
18571,259.9,247.0,19
18572,241.9,231.0,20
18573,225.4,209.0,21
18574,203.1,194.0,22
18575,189.1,176.0,23
18576,164.6,155.0,0
18577,141.7,135.0,1
18578,139.7,130.0,2
18579,133.7,125.0,3
18580,129.7,125.0,4
18581,140.2,130.0,5
18582,159.2,152.0,6
18583,198.2,198.0,7
18584,234.0,229.0,8
18585,264.0,257.0,9
18586,273.0,255.0,10
18587,275.0,251.0,11
18588,256.0,241.0,12
18589,234.0,219.0,13
18590,227.0,212.0,14
18591,223.0,218.0,15
18592,224.0,220.0,16
18593,223.5,224.0,17
18594,246.0,237.0,18
18595,259.5,250.0,19
18596,239.5,232.0,20
18597,222.0,214.0,21
18598,202.2,195.0,22
18599,192.2,164.0,23
18600,159.7,151.0,0
18601,145.7,136.0,1
18602,138.7,123.0,2
18603,132.7,120.0,3
18604,142.2,124.0,4
18605,143.2,128.0,5
18606,155.2,147.0,6
18607,202.7,196.0,7
18608,232.5,226.0,8
18609,248.5,241.0,9
18610,256.5,241.0,10
18611,251.5,239.0,11
18612,237.5,230.0,12
18613,220.5,212.0,13
18614,220.5,215.0,14
18615,229.0,215.0,15
18616,224.5,213.0,16
18617,216.5,214.0,17
18618,259.5,226.0,18
18619,235.0,246.0,19
18620,247.0,229.0,20
18621,222.5,210.0,21
18622,204.2,187.0,22
18623,186.2,175.0,23
18624,163.2,153.0,0
18625,146.2,138.0,1
18626,139.7,126.0,2
18627,138.7,124.0,3
18628,137.2,122.0,4
18629,138.2,125.0,5
18630,149.2,137.0,6
18631,177.2,168.0,7
18632,189.2,182.0,8
18633,215.2,201.0,9
18634,218.7,208.0,10
18635,213.7,199.0,11
18636,191.7,185.0,12
18637,179.7,171.0,13
18638,171.7,160.0,14
18639,169.2,163.0,15
18640,170.2,162.0,16
18641,175.2,165.0,17
18642,189.7,184.0,18
18643,225.7,214.0,19
18644,213.7,203.0,20
18645,195.7,188.0,21
18646,186.7,171.0,22
18647,164.7,157.0,23
18648,148.7,140.0,0
18649,137.3,128.0,1
18650,128.3,121.0,2
18651,124.3,112.0,3
18652,119.3,110.0,4
18653,125.3,117.0,5
18654,134.3,122.0,6
18655,138.3,135.0,7
18656,131.3,126.0,8
18657,157.3,141.0,9
18658,165.3,155.0,10
18659,171.8,160.0,11
18660,171.8,161.0,12
18661,157.8,148.0,13
18662,149.3,138.0,14
18663,146.3,136.0,15
18664,144.3,133.0,16
18665,145.3,131.0,17
18666,159.3,152.0,18
18667,202.3,194.0,19
18668,203.3,195.0,20
18669,200.3,185.0,21
18670,182.3,166.0,22
18671,168.8,155.0,23
18672,148.3,138.0,0
18673,137.7,127.0,1
18674,130.7,119.0,2
18675,128.2,115.0,3
18676,126.7,113.0,4
18677,136.7,120.0,5
18678,160.7,140.0,6
18679,196.5,188.0,7
18680,223.5,216.0,8
18681,259.5,245.0,9
18682,257.0,244.0,10
18683,258.0,235.0,11
18684,242.0,226.0,12
18685,224.0,211.0,13
18686,222.0,213.0,14
18687,226.5,214.0,15
18688,223.5,216.0,16
18689,218.5,210.0,17
18690,236.0,220.0,18
18691,264.0,245.0,19
18692,243.0,230.0,20
18693,224.5,215.0,21
18694,197.7,188.0,22
18695,172.2,166.0,23
18696,156.2,144.0,0
18697,146.2,130.0,1
18698,139.7,126.0,2
18699,132.7,120.0,3
18700,130.2,119.0,4
18701,134.7,126.0,5
18702,154.7,149.0,6
18703,209.7,198.0,7
18704,234.5,218.0,8
18705,261.5,244.0,9
18706,263.5,245.0,10
18707,266.5,241.0,11
18708,255.5,235.0,12
18709,234.7,219.0,13
18710,235.7,215.0,14
18711,232.7,224.0,15
18712,231.7,221.0,16
18713,227.7,223.0,17
18714,241.5,234.0,18
18715,264.0,254.0,19
18716,248.5,233.0,20
18717,234.5,217.0,21
18718,207.7,195.0,22
18719,182.2,173.0,23
18720,160.1,153.0,0
18721,146.1,138.0,1
18722,140.6,129.0,2
18723,132.6,127.0,3
18724,134.1,123.0,4
18725,138.1,132.0,5
18726,151.6,149.0,6
18727,206.1,197.0,7
18728,235.9,226.0,8
18729,259.9,245.0,9
18730,258.4,241.0,10
18731,261.4,238.0,11
18732,246.4,226.0,12
18733,224.6,213.0,13
18734,227.1,212.0,14
18735,222.1,213.0,15
18736,227.1,212.0,16
18737,219.1,209.0,17
18738,228.9,226.0,18
18739,265.4,251.0,19
18740,240.9,231.0,20
18741,229.9,214.0,21
18742,200.1,196.0,22
18743,180.6,173.0,23
18744,159.6,153.0,0
18745,144.1,137.0,1
18746,136.1,128.0,2
18747,133.1,124.0,3
18748,133.6,125.0,4
18749,140.6,132.0,5
18750,161.1,149.0,6
18751,207.1,197.0,7
18752,227.1,220.0,8
18753,257.1,247.0,9
18754,253.1,244.0,10
18755,251.1,234.0,11
18756,242.1,227.0,12
18757,226.1,209.0,13
18758,224.6,211.0,14
18759,215.1,208.0,15
18760,223.1,215.0,16
18761,216.6,208.0,17
18762,225.9,216.0,18
18763,259.9,254.0,19
18764,237.9,228.0,20
18765,224.4,215.0,21
18766,201.1,193.0,22
18767,182.1,175.0,23
18768,161.6,153.0,0
18769,144.1,139.0,1
18770,137.1,128.0,2
18771,129.6,124.0,3
18772,132.1,123.0,4
18773,135.1,132.0,5
18774,159.1,151.0,6
18775,204.1,192.0,7
18776,225.1,221.0,8
18777,253.1,242.0,9
18778,256.6,242.0,10
18779,253.6,240.0,11
18780,241.6,224.0,12
18781,220.6,209.0,13
18782,220.6,211.0,14
18783,216.1,209.0,15
18784,222.1,212.0,16
18785,219.4,208.0,17
18786,229.4,220.0,18
18787,253.9,247.0,19
18788,238.4,230.0,20
18789,217.4,209.0,21
18790,197.6,189.0,22
18791,188.6,172.0,23
18792,167.1,154.0,0
18793,149.2,141.0,1
18794,145.2,127.0,2
18795,133.7,125.0,3
18796,132.2,122.0,4
18797,138.2,128.0,5
18798,154.2,142.0,6
18799,180.2,167.0,7
18800,188.2,180.0,8
18801,220.2,203.0,9
18802,214.7,204.0,10
18803,211.7,197.0,11
18804,196.7,181.0,12
18805,178.2,172.0,13
18806,168.2,158.0,14
18807,168.7,161.0,15
18808,166.7,158.0,16
18809,164.7,160.0,17
18810,177.7,175.0,18
18811,217.7,213.0,19
18812,208.2,213.0,20
18813,191.2,190.0,21
18814,182.2,170.0,22
18815,179.2,159.0,23
18816,156.7,145.0,0
18817,151.7,133.0,1
18818,134.2,121.0,2
18819,110.2,117.0,3
18820,123.2,113.0,4
18821,124.7,114.0,5
18822,131.7,123.0,6
18823,140.2,132.0,7
18824,135.2,123.0,8
18825,155.2,143.0,9
18826,165.2,154.0,10
18827,165.2,155.0,11
18828,165.2,152.0,12
18829,153.2,143.0,13
18830,143.7,134.0,14
18831,140.2,135.0,15
18832,137.7,132.0,16
18833,137.7,132.0,17
18834,156.7,147.0,18
18835,196.7,189.0,19
18836,197.7,192.0,20
18837,189.7,184.0,21
18838,177.2,163.0,22
18839,166.2,157.0,23
18840,145.2,139.0,0
18841,132.2,124.0,1
18842,129.7,116.0,2
18843,126.2,115.0,3
18844,120.2,114.0,4
18845,142.2,132.0,5
18846,149.7,142.0,6
18847,188.7,192.0,7
18848,224.7,221.0,8
18849,250.7,250.0,9
18850,252.7,244.0,10
18851,251.7,243.0,11
18852,237.7,230.0,12
18853,219.2,215.0,13
18854,217.2,213.0,14
18855,227.2,219.0,15
18856,234.2,224.0,16
18857,225.0,214.0,17
18858,238.0,230.0,18
18859,257.0,248.0,19
18860,241.0,229.0,20
18861,222.0,213.0,21
18862,193.1,186.0,22
18863,183.1,166.0,23
18864,157.6,149.0,0
18865,141.3,131.0,1
18866,135.3,123.0,2
18867,131.3,120.0,3
18868,137.3,123.0,4
18869,139.3,128.0,5
